1501896600000,0.076482,0.076539,0.07675,0.076426,465.93857265
1501895700000,0.07676,0.0765,0.076792,0.076423,604.57350808
1501894800000,0.076921,0.076732,0.077079,0.076732,590.37539385
1501893900000,0.077078,0.076921,0.077105,0.07692,512.58196161
1501893000000,0.077256,0.077079,0.077304,0.076932,747.63491501
1501892100000,0.077158,0.077088,0.077409,0.07701,478.16802803
1501891200000,0.0773,0.077158,0.077303,0.07701,321.00589478
1501890300000,0.0771,0.07722,0.077324,0.07701,355.38115999
1501889400000,0.077345,0.0771,0.07747,0.0771,342.73564696
1501888500000,0.077203,0.077333,0.077544,0.07716,159.51287512
1501887600000,0.077503,0.07719,0.07751,0.077144,194.78280352
1501886700000,0.077589,0.077508,0.07777,0.0775,322.75699541
1501885800000,0.07791,0.077589,0.077914,0.077578,263.20718273
1501884900000,0.077711,0.07791,0.07791,0.0776,563.7162777
1501884000000,0.077934,0.077711,0.077959,0.077686,291.03786145
1501883100000,0.077986,0.077934,0.078118,0.077933,632.45453327
1501882200000,0.077849,0.07803,0.07803,0.077792,440.23320575
1501881300000,0.077759,0.077849,0.078629,0.07775,932.05395785
1501880400000,0.078032,0.07776,0.078259,0.077711,817.22548709
1501879500000,0.078038,0.078079,0.078079,0.078,217.40237833
1501878600000,0.078088,0.07808,0.078089,0.077946,160.70006286
1501877700000,0.078187,0.07808,0.07831,0.07791,113.16412761
1501876800000,0.078478,0.078354,0.0785,0.078133,224.92580835
1501875900000,0.078325,0.07837,0.07849,0.07809,262.76113507
1501875000000,0.077989,0.078172,0.07836,0.077822,203.17464186
1501874100000,0.077644,0.077847,0.07799,0.07764,188.02768349
1501873200000,0.07751,0.077679,0.077689,0.07741,256.2769179
1501872300000,0.077423,0.077509,0.0777,0.077361,279.02926253
1501871400000,0.077359,0.077371,0.077506,0.077124,320.91491215
1501870500000,0.077392,0.07736,0.077428,0.0771,889.77647207
1501869600000,0.077442,0.077392,0.077996,0.077138,1560.32429271
1501868700000,0.077444,0.077442,0.077572,0.07733,178.02588949
1501867800000,0.077721,0.077444,0.07785,0.077248,1245.32580562
1501866900000,0.077909,0.077721,0.077989,0.07771,695.88284566
1501866000000,0.077799,0.07791,0.078046,0.077692,392.53838766
1501865100000,0.07743,0.077787,0.077799,0.07743,503.67215721
1501864200000,0.077518,0.07746,0.077655,0.077423,367.90662652
1501863300000,0.07747,0.077465,0.077643,0.077415,282.61779907
1501862400000,0.07764,0.077524,0.077739,0.077491,386.40024405
1501861500000,0.077495,0.07766,0.07776,0.07746,147.54110772
1501860600000,0.07756,0.07741,0.07778,0.07741,604.43657082
1501859700000,0.07756,0.07756,0.077624,0.07741,178.42712576
1501858800000,0.077719,0.07756,0.077749,0.0773,706.3173548
1501857900000,0.078279,0.077729,0.078443,0.077017,1695.83873351
1501857000000,0.078424,0.078279,0.078549,0.078171,456.03510555
1501856100000,0.078596,0.07832,0.07863,0.07829,184.29121752
1501855200000,0.0784,0.0786,0.0786,0.078354,384.75140195
1501854300000,0.0782,0.0784,0.078434,0.078152,232.85839096
1501853400000,0.0783,0.0782,0.078369,0.07817,309.69172189
1501852500000,0.078211,0.07833,0.078369,0.078172,333.78618963
1501851600000,0.0782,0.078211,0.078497,0.0782,408.79231966
1501850700000,0.077947,0.0782,0.078283,0.07774,405.45832222
1501849800000,0.078123,0.077791,0.078148,0.077771,671.04654148
1501848900000,0.078328,0.078169,0.078434,0.078,331.87614624
1501848000000,0.078409,0.078317,0.078558,0.0772,1231.83074929
1501847100000,0.078106,0.0784,0.0784,0.077785,252.76030605
1501846200000,0.076999,0.078106,0.07831,0.076999,1224.69166056
1501845300000,0.076767,0.07702,0.07704,0.075431,3372.42848642
1501844400000,0.078207,0.076767,0.078208,0.075439,7378.65660162
1501843500000,0.078538,0.078081,0.078538,0.07802,487.62764557
1501842600000,0.078323,0.078538,0.078588,0.078323,414.20954365
1501841700000,0.07848,0.078323,0.078588,0.078281,742.05849445
1501840800000,0.078465,0.07848,0.078588,0.07821,953.0729705
1501839900000,0.079083,0.078468,0.079175,0.078306,1400.80432274
1501839000000,0.079486,0.07919,0.079504,0.07897,667.56628881
1501838100000,0.07925,0.079494,0.07951,0.079073,370.26054813
1501837200000,0.079155,0.07925,0.079397,0.078992,659.53083105
1501836300000,0.079261,0.079138,0.07932,0.0789,1785.22973075
1501835400000,0.0798,0.079212,0.079801,0.079194,1187.43778875
1501834500000,0.079982,0.0798,0.080002,0.0798,803.86399386
1501833600000,0.080156,0.079982,0.0802,0.0798,714.48094735
1501832700000,0.080405,0.080167,0.08044,0.080167,312.48000191
1501831800000,0.080639,0.080405,0.080884,0.080261,533.95287285
1501830900000,0.08074,0.08047,0.08076,0.080342,251.40381662
1501830000000,0.080829,0.080722,0.080919,0.080616,307.01081948
1501829100000,0.080619,0.08089,0.080893,0.0805,259.93043547
1501828200000,0.080608,0.0805,0.080741,0.0805,272.30045115
1501827300000,0.080732,0.080544,0.080942,0.08051,183.6235135
1501826400000,0.080518,0.080728,0.081027,0.0805,243.40917633
1501825500000,0.08075,0.0805,0.081058,0.0805,221.85583542
1501824600000,0.0812,0.080746,0.08123,0.08051,308.16326851
1501823700000,0.081062,0.08129,0.08129,0.080781,409.22205198
1501822800000,0.08123,0.081285,0.081444,0.080935,243.82212877
1501821900000,0.081133,0.081247,0.081247,0.08087,279.18881882
1501821000000,0.081045,0.081,0.081219,0.081,156.12656468
1501820100000,0.080995,0.08096,0.081161,0.080755,241.72798851
1501819200000,0.080756,0.081,0.081348,0.080712,235.13536216
1501818300000,0.080667,0.080985,0.080997,0.080667,176.80502144
1501817400000,0.080537,0.080678,0.080973,0.0805,90.96737578
1501816500000,0.08054,0.0805,0.080926,0.0805,142.51820073
1501815600000,0.080961,0.080643,0.081085,0.08051,464.65709689
1501814700000,0.080999,0.081373,0.081373,0.080806,278.70519606
1501813800000,0.081021,0.080822,0.081169,0.080771,192.47735229
1501812900000,0.081085,0.081036,0.081171,0.0807,284.54329243
1501812000000,0.081611,0.081097,0.08179,0.081,651.6360974
1501811100000,0.081289,0.081666,0.081768,0.081231,722.79510012
1501810200000,0.080954,0.081289,0.081289,0.080852,651.57684085
1501809300000,0.080644,0.080945,0.08098,0.080216,670.71809032
1501808400000,0.080552,0.080644,0.080682,0.080108,653.89982949
1501807500000,0.080471,0.080552,0.080589,0.080202,151.17628391
1501806600000,0.080465,0.08047,0.080512,0.080311,146.79498785
1501805700000,0.0805,0.080461,0.080531,0.080201,195.40059223
1501804800000,0.080635,0.080464,0.080635,0.080269,310.23340403
1501803900000,0.080591,0.080615,0.080669,0.080574,194.41457193
1501803000000,0.080575,0.080591,0.080683,0.080574,174.80753723
1501802100000,0.080494,0.080575,0.080644,0.080453,294.4800282
1501801200000,0.080342,0.080495,0.080504,0.08,404.23430633
1501800300000,0.08041,0.080343,0.080506,0.08,1192.25535717
1501799400000,0.0805,0.08041,0.080593,0.080236,987.11091897
1501798500000,0.080247,0.080348,0.080575,0.080075,373.71020359
1501797600000,0.080356,0.080063,0.0805,0.080004,646.1813078
1501796700000,0.080323,0.080211,0.080728,0.080082,568.16550873
1501795800000,0.080488,0.080321,0.080795,0.080291,520.99108447
1501794900000,0.080454,0.080523,0.080803,0.080304,354.84412228
1501794000000,0.080545,0.080465,0.080769,0.08,529.45855563
1501793100000,0.08054,0.080546,0.080689,0.080431,88.4211933
1501792200000,0.080212,0.080459,0.080539,0.080212,239.98849236
1501791300000,0.080383,0.080395,0.080497,0.080199,570.22687758
1501790400000,0.080384,0.080362,0.08053,0.080305,346.37700595
1501789500000,0.080688,0.080384,0.08071,0.080326,232.09704211
1501788600000,0.08038,0.080631,0.08074,0.080277,544.94483305
1501787700000,0.0807,0.080391,0.080785,0.080366,350.84908712
1501786800000,0.080812,0.080699,0.08103,0.080634,412.75353065
1501785900000,0.080963,0.080828,0.080995,0.0808,305.47505125
1501785000000,0.080957,0.080962,0.08102,0.0808,441.90396238
1501784100000,0.080899,0.080953,0.081079,0.0808,199.95820002
1501783200000,0.081,0.080836,0.08105,0.080813,252.38135086
1501782300000,0.081072,0.081048,0.081207,0.080984,202.06337307
1501781400000,0.081,0.081103,0.081107,0.080905,281.5827343
1501780500000,0.081005,0.081029,0.081154,0.080936,212.30689158
1501779600000,0.081313,0.081008,0.081314,0.0802,1288.82199994
1501778700000,0.081055,0.081313,0.081324,0.080921,349.55653259
1501777800000,0.081411,0.081055,0.081429,0.08096,855.46995002
1501776900000,0.081351,0.081455,0.081489,0.08135,334.86375387
1501776000000,0.081339,0.08135,0.08144,0.08104,937.54328791
1501775100000,0.081431,0.08135,0.081718,0.0812,406.84145165
1501774200000,0.081247,0.081408,0.081525,0.081121,760.00354241
1501773300000,0.081784,0.081254,0.081784,0.080862,1345.08097815
1501772400000,0.081921,0.081784,0.08208,0.08155,754.37731015
1501771500000,0.082224,0.08208,0.08226,0.081882,375.68457659
1501770600000,0.08233,0.082224,0.082423,0.082071,329.98435312
1501769700000,0.08226,0.08236,0.08236,0.081709,400.3269433
1501768800000,0.0819,0.08226,0.082838,0.081586,1187.10452659
1501767900000,0.08241,0.081899,0.082493,0.08189,1146.37269941
1501767000000,0.08244,0.08237,0.082586,0.082053,516.46289071
1501766100000,0.08261,0.082414,0.082662,0.082399,763.67737851
1501765200000,0.083155,0.08261,0.083193,0.08258,960.80141225
1501764300000,0.08305,0.083155,0.08336,0.08305,342.18050338
1501763400000,0.083701,0.0831,0.083854,0.08305,661.94372338
1501762500000,0.08314,0.083701,0.083872,0.082948,729.51641804
1501761600000,0.082948,0.08314,0.083177,0.082948,852.91196654
1501760700000,0.082441,0.082948,0.08483,0.082413,5318.17464645
1501759800000,0.082343,0.082441,0.082459,0.082304,489.33647499
1501758900000,0.082221,0.082271,0.08237,0.082101,718.90576239
1501758000000,0.08196,0.082212,0.08223,0.08186,344.12326236
1501757100000,0.082023,0.081893,0.082119,0.081855,266.30323629
1501756200000,0.081968,0.081961,0.082155,0.081805,220.84699956
